term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
praise,5,5.208550356264844e-05,14.228758576950137,6,NN,n,1,{'n'},1,{'NN'},False,prais,prais,pra,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,1,1
praised,1,1.041710071252969e-05,16.5506866718375,7,VBD,v,1,{'v'},1,{'VBD'},False,prais,prais,pra,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
prank,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,prank,prank,prank,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,0,1,0,-1
pray,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,2,"{'v', 'n'}",2,"{'VBP', 'NN'}",False,pray,pray,pray,2,2.807354922057604,0.4010507031510862,0,1,0,1,1,0,1,0,1,1,1
precedence,2,2.083420142505938e-05,15.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,preced,preced,prec,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
precious,4,4.166840285011876e-05,14.550686671837498,8,JJ,j,1,{'j'},1,{'JJ'},False,preciou,precious,precy,3,2.222392421336448,0.4762269474292389,0,1,0,0,1,0,1,0,1,0,1
predicament,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,predica,predica,predica,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
prefer,4,4.166840285011876e-05,14.550686671837498,6,VBP,v,1,{'v'},2,"{'VB', 'VBP'}",False,prefer,prefer,pref,4,1.807354922057604,0.5163871205878868,0,0,0,0,0,0,1,0,0,1,1
prepare,7,7.291970498770782e-05,13.743331749779896,7,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NNP'}",False,prepar,prepar,prep,5,1.4854268271702418,0.5305095811322292,0,1,0,0,0,0,1,0,0,0,1
prepared,4,4.166840285011876e-05,14.550686671837498,8,JJ,j,2,"{'j', 'v'}",3,"{'JJ', 'VBN', 'VBD'}",False,prepar,prepar,prep,3,2.222392421336448,0.4762269474292389,0,1,0,0,0,0,1,0,0,1,1
present,5,5.208550356264844e-05,14.228758576950137,7,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,present,present,pres,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,1,1,1
president,7,7.291970498770782e-05,13.743331749779896,9,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,presid,presid,presid,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,0,1,0,0,1,1
presto,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,presto,presto,presto,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,1,0,1
presumptuous,2,2.083420142505938e-05,15.550686671837498,12,JJ,j,1,{'j'},1,{'JJ'},False,presumptu,presumptu,presumptu,2,2.807354922057604,0.4010507031510862,1,0,1,0,0,1,0,0,0,0,-1
pretending,1,1.041710071252969e-05,16.5506866718375,10,VBG,v,1,{'v'},1,{'VBG'},False,pretend,pretend,pretend,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
pretty,50,0.0005208550356264,10.906830482062771,6,RB,r,4,"{'j', 'r', 'v', 'n'}",5,"{'JJ', 'VB', 'NNP', 'RB', 'NN'}",False,pretti,pretti,pretty,13,0.1069152039165118,0.099278403636761,0,1,0,0,1,0,1,0,0,1,1
prevail,2,2.083420142505938e-05,15.550686671837498,7,VB,v,1,{'v'},1,{'VB'},False,prevail,prevail,prevail,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,0,1
prey,2,2.083420142505938e-05,15.550686671837498,4,NN,n,2,"{'r', 'n'}",2,"{'RB', 'NN'}",False,prey,prey,prey,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,1,0,0,0,0,-1
pride,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,1,{'n'},1,{'NN'},False,pride,pride,prid,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,0,0,0,1
priest,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,priest,priest,priest,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
prisoner,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,prison,prison,prison,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
problem,22,0.0002291762156756,12.091255053200202,7,NN,n,1,{'n'},1,{'NN'},False,problem,problem,problem,10,0.4854268271702416,0.346733447978744,0,0,0,1,0,1,0,1,0,0,-1
production,4,4.166840285011876e-05,14.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,product,product,produc,4,1.807354922057604,0.5163871205878868,0,1,0,0,0,0,1,0,0,0,1
professional,2,2.083420142505938e-05,15.550686671837498,12,JJ,j,1,{'j'},1,{'JJ'},False,profession,profession,profess,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
professor,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,professor,professor,profess,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
progress,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,progress,progress,progress,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,0,1
prohibited,1,1.041710071252969e-05,16.5506866718375,10,VBN,v,1,{'v'},1,{'VBN'},False,prohibit,prohibit,prohibit,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
promise,26,0.0002708446185257,11.850246953696406,7,NN,n,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,promis,promis,prom,11,0.3479233034203068,0.2733683098302411,0,0,0,0,1,0,1,0,0,1,1
prosecution,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,prosecut,prosecut,prosecut,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
protecting,3,3.1251302137589066e-05,14.965724171116342,10,VBG,v,1,{'v'},1,{'VBG'},False,protect,protect,protect,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
proud,2,2.083420142505938e-05,15.550686671837498,5,JJ,j,1,{'j'},1,{'JJ'},False,proud,proud,proud,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,1,1
prowl,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,prowl,prowl,prowl,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,0,0,0,1,0,0
public,3,3.1251302137589066e-05,14.965724171116342,6,NN,n,1,{'n'},1,{'NN'},False,public,public,publ,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,1,0,0,0,1
puma,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,puma,puma,pum,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,0,0,0,1,0,0
punch,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,punch,punch,punch,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,1,0,-1
punished,2,2.083420142505938e-05,15.550686671837498,8,VBN,v,1,{'v'},1,{'VBN'},False,punish,punish,pun,1,3.807354922057604,0.2719539230041146,1,1,1,1,0,1,0,1,0,0,-1
punishment,2,2.083420142505938e-05,15.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,punish,punish,pun,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
puppy,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,puppi,puppi,puppy,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,1,0,0,1,1
purify,2,2.083420142505938e-05,15.550686671837498,6,VB,v,1,{'v'},1,{'VB'},False,purifi,purifi,pur,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,1,1
purity,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,puriti,puriti,pur,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,1,0,1
quest,2,2.083420142505938e-05,15.550686671837498,5,JJS,j,2,"{'j', 'n'}",2,"{'NN', 'JJS'}",False,quest,quest,quest,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,1,0,0,0,1
quiet,34,0.000354181424226,11.46322383058716,5,JJ,j,3,"{'j', 'v', 'n'}",5,"{'VBP', 'VBN', 'JJ', 'NNP', 'NN'}",False,quiet,quiet,quiet,12,0.222392421336448,0.1906220754312411,0,0,0,0,0,0,1,1,0,0,1
rage,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,rage,rage,rag,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
raging,1,1.041710071252969e-05,16.5506866718375,6,VBG,v,1,{'v'},1,{'VBG'},False,rage,rage,rag,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
raid,6,6.250260427517813e-05,13.965724171116342,4,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBD'}",False,raid,raid,raid,3,2.222392421336448,0.4762269474292389,1,0,0,1,0,1,0,0,1,0,-1
ram,1,1.041710071252969e-05,16.5506866718375,3,VB,v,1,{'v'},1,{'VB'},False,ram,ram,ram,1,3.807354922057604,0.2719539230041146,1,1,0,0,0,1,0,0,0,0,-1
rampage,2,2.083420142505938e-05,15.550686671837498,7,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,rampag,rampag,ramp,2,2.807354922057604,0.4010507031510862,1,0,0,1,0,1,0,0,0,0,-1
rascal,3,3.1251302137589066e-05,14.965724171116342,6,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBP'}",False,rascal,rascal,rasc,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,0,0,0,-1
rash,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,rash,rash,rash,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,0,0,0,-1
rat,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,rat,rat,rat,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,0,0,0,-1
real,26,0.0002708446185257,11.850246953696406,4,JJ,j,1,{'j'},1,{'JJ'},False,real,real,real,11,0.3479233034203068,0.2733683098302411,0,0,0,0,0,0,1,0,0,1,1
reconstruct,1,1.041710071252969e-05,16.5506866718375,11,VB,v,1,{'v'},1,{'VB'},False,reconstruct,reconstruct,reconstruct,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,1,0,0,0,1
regret,2,2.083420142505938e-05,15.550686671837498,6,VB,v,1,{'v'},1,{'VB'},False,regret,regret,regret,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,1,0,1,0,0,-1
regretted,1,1.041710071252969e-05,16.5506866718375,9,VBD,v,1,{'v'},1,{'VBD'},False,regret,regret,regret,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
reject,1,1.041710071252969e-05,16.5506866718375,6,VBP,v,1,{'v'},1,{'VBP'},False,reject,reject,reject,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
rejoice,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,rejoic,rejoic,rejo,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,1,1
reluctant,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,reluct,reluct,reluct,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
remains,4,4.166840285011876e-05,14.550686671837498,7,VBZ,v,2,"{'n', 'v'}",2,"{'VBZ', 'NNS'}",False,remain,remain,remain,4,1.807354922057604,0.5163871205878868,0,0,1,1,0,1,1,0,0,1,0
remove,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,remov,remov,remov,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
repay,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,repay,repay,repay,1,3.807354922057604,0.2719539230041146,1,1,0,0,1,0,1,0,0,1,1
reporter,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,report,report,report,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
reprimand,1,1.041710071252969e-05,16.5506866718375,9,VB,v,1,{'v'},1,{'VB'},False,reprimand,reprimand,reprimand,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
rescue,7,7.291970498770782e-05,13.743331749779896,6,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,rescu,rescu,rescu,5,1.4854268271702418,0.5305095811322292,0,1,0,0,1,0,1,0,1,1,1
resentment,4,4.166840285011876e-05,14.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,resent,resent,res,2,2.807354922057604,0.4010507031510862,1,0,1,0,0,1,0,1,0,0,-1
respect,4,4.166840285011876e-05,14.550686671837498,7,NN,n,2,"{'v', 'n'}",3,"{'VB', 'VBP', 'NN'}",False,respect,respect,respect,3,2.222392421336448,0.4762269474292389,0,1,0,0,1,0,1,0,0,1,1
respectable,3,3.1251302137589066e-05,14.965724171116342,11,JJ,j,1,{'j'},1,{'JJ'},False,respect,respect,respect,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
respects,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,respect,respect,respect,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
responsible,12,0.0001250052085503,12.965724171116342,11,JJ,j,1,{'j'},1,{'JJ'},False,respons,respons,respons,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,0,1,0,0,1,1
revenge,4,4.166840285011876e-05,14.550686671837498,7,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,reveng,reveng,reveng,3,2.222392421336448,0.4762269474292389,1,1,0,1,0,1,0,0,1,0,-1
revive,4,4.166840285011876e-05,14.550686671837498,6,VB,v,1,{'v'},1,{'VB'},False,reviv,reviv,rev,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,1,1,0,0,0,0
revolting,1,1.041710071252969e-05,16.5506866718375,9,VBG,v,1,{'v'},1,{'VBG'},False,revolt,revolt,revolt,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
reward,2,2.083420142505938e-05,15.550686671837498,6,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBD'}",False,reward,reward,reward,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,1,1,1
rheumatism,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,rheumat,rheumat,rheum,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
ridiculous,5,5.208550356264844e-05,14.228758576950137,10,JJ,j,1,{'j'},1,{'JJ'},False,ridicul,ridicul,ridic,4,1.807354922057604,0.5163871205878868,1,0,1,0,0,1,0,0,0,0,-1
riot,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,riot,riot,riot,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
rising,7,7.291970498770782e-05,13.743331749779896,6,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,rise,rise,ris,3,2.222392421336448,0.4762269474292389,0,1,0,0,1,0,1,0,0,0,1
risk,4,4.166840285011876e-05,14.550686671837498,4,VB,v,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,risk,risk,risk,3,2.222392421336448,0.4762269474292389,0,1,0,1,0,1,0,0,0,0,-1
rob,2,2.083420142505938e-05,15.550686671837498,3,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,rob,rob,rob,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,0,0,-1
romance,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,romanc,romanc,rom,1,3.807354922057604,0.2719539230041146,0,1,0,1,1,0,1,1,1,1,1
romantic,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,romant,romant,rom,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
rot,1,1.041710071252969e-05,16.5506866718375,3,VB,v,1,{'v'},1,{'VB'},False,rot,rot,rot,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,1,0,0,-1
rotting,2,2.083420142505938e-05,15.550686671837498,7,NN,n,2,"{'n', 'v'}",2,"{'NN', 'VBG'}",False,rot,rot,rot,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
rubbish,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,rubbish,rubbish,rub,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
ruined,5,5.208550356264844e-05,14.228758576950137,6,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,ruin,ruin,ruin,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,0,0,-1
rule,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,rule,rule,rul,3,2.222392421336448,0.4762269474292389,0,0,0,1,0,0,0,0,0,1,0
rumor,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,rumor,rumor,rum,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,1,0,1,0,0,-1
sadness,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,sad,sad,sad,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,1,0,1,0,1,-1
safe,13,0.0001354223092628,12.850246953696406,4,JJ,j,1,{'j'},1,{'JJ'},False,safe,safe,saf,8,0.8073549220576041,0.4613456697472023,0,0,0,0,1,0,1,0,0,1,1
salary,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,salari,salari,sal,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
samurai,15,0.0001562565106879,12.64379607622898,7,NN,n,2,"{'v', 'n'}",3,"{'NN', 'VBD', 'NNS'}",False,samurai,samurai,samura,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,0,1,0,0,0,1
sanctuary,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,sanctuari,sanctuari,sanctu,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
sap,1,1.041710071252969e-05,16.5506866718375,3,VB,v,1,{'v'},1,{'VB'},False,sap,sap,sap,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
satisfied,4,4.166840285011876e-05,14.550686671837498,9,VBN,v,1,{'v'},1,{'VBN'},False,satisfi,satisfi,satisfy,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,0,0,0,1
save,26,0.0002708446185257,11.850246953696406,4,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NNP'}",False,save,save,sav,10,0.4854268271702416,0.346733447978744,0,0,0,0,1,0,1,0,0,1,1
scar,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,scar,scar,scar,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
scarce,3,3.1251302137589066e-05,14.965724171116342,6,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,scarc,scarc,scarc,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,1,0,1,0,0,-1
scare,2,2.083420142505938e-05,15.550686671837498,5,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,scare,scare,scar,2,2.807354922057604,0.4010507031510862,1,1,0,1,0,1,0,0,1,0,-1
scarecrow,3,3.1251302137589066e-05,14.965724171116342,9,NN,n,1,{'n'},1,{'NN'},False,scarecrow,scarecrow,scarecrow,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,1,0,0,0,0
scientific,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,scientif,scientif,sci,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
scold,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,scold,scold,scold,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
scolding,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,scold,scold,scold,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
scorching,1,1.041710071252969e-05,16.5506866718375,9,VBG,v,1,{'v'},1,{'VBG'},False,scorch,scorch,scorch,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
score,4,4.166840285011876e-05,14.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,score,score,scor,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,1,0,1
scorpion,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,scorpion,scorpion,scorp,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,1,0,-1
scream,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,scream,scream,scream,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,0,1,0,-1
scrub,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,scrub,scrub,scrub,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
scum,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,scum,scum,scum,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
seal,15,0.0001562565106879,12.64379607622898,4,NN,n,1,{'n'},1,{'NN'},False,seal,seal,seal,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
selfish,7,7.291970498770782e-05,13.743331749779896,7,JJ,j,1,{'j'},1,{'JJ'},False,selfish,selfish,self,4,1.807354922057604,0.5163871205878868,1,0,1,0,0,1,0,0,0,0,-1
senseless,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,senseless,senseless,senseless,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,1,0,-1
seriousness,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,serious,serious,sery,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,0,0,1,0,0,0
serve,9,9.37539064127672e-05,13.380761670395186,5,VB,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,serv,serv,serv,5,1.4854268271702418,0.5305095811322292,0,0,0,0,0,1,0,0,0,1,-1
sex,2,2.083420142505938e-05,15.550686671837498,3,NN,n,1,{'n'},1,{'NN'},False,sex,sex,sex,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
shabby,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,shabbi,shabbi,shabby,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
shaking,3,3.1251302137589066e-05,14.965724171116342,7,VBG,v,1,{'v'},1,{'VBG'},False,shake,shake,shak,3,2.222392421336448,0.4762269474292389,0,0,0,1,0,1,0,0,0,0,-1
shameful,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,shame,shame,sham,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
share,5,5.208550356264844e-05,14.228758576950137,5,NN,n,1,{'n'},1,{'NN'},False,share,share,shar,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,0,1,1
shell,7,7.291970498770782e-05,13.743331749779896,5,NN,n,2,"{'v', 'n'}",2,"{'VBP', 'NN'}",False,shell,shell,shel,2,2.807354922057604,0.4010507031510862,1,0,0,1,0,1,0,1,1,0,-1
shelter,10,0.0001041710071252,13.228758576950137,7,NN,n,1,{'n'},1,{'NN'},False,shelter,shelter,shelt,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
shining,4,4.166840285011876e-05,14.550686671837498,7,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NNP'}",False,shine,shine,shin,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,0,1
shit,26,0.0002708446185257,11.850246953696406,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,shit,shit,shit,4,1.807354922057604,0.5163871205878868,1,0,1,0,0,1,0,0,0,0,-1
shock,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,shock,shock,shock,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,1,0,-1
shoot,28,0.0002916788199508,11.743331749779896,5,NN,v,2,"{'n', 'v'}",5,"{'VBP', 'VB', 'NNP', 'NN', 'VBD'}",False,shoot,shoot,shoot,6,1.222392421336448,0.5238824662870492,1,0,0,1,0,1,0,0,0,0,-1
shooting,2,2.083420142505938e-05,15.550686671837498,8,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,shoot,shoot,shoot,2,2.807354922057604,0.4010507031510862,1,0,0,1,0,1,0,0,0,0,-1
shopping,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,shop,shop,shop,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,1,1
shortage,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,shortag,shortag,short,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
shot,6,6.250260427517813e-05,13.965724171116342,4,NN,v,2,"{'n', 'v'}",4,"{'VBN', 'VBP', 'NN', 'VBD'}",False,shot,shot,shot,4,1.807354922057604,0.5163871205878868,1,0,0,1,0,1,0,1,1,0,-1
shoulder,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,shoulder,shoulder,should,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
shout,2,2.083420142505938e-05,15.550686671837498,5,NN,n,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,shout,shout,shout,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,0,0,0,1,0,0
shrink,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,shrink,shrink,shrink,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
sick,21,0.0002187591149631,12.15836924905874,4,JJ,j,3,"{'j', 'v', 'n'}",4,"{'JJ', 'VBP', 'NN', 'VB'}",False,sick,sick,sick,9,0.6374299206152918,0.4097763775384019,0,0,1,0,0,1,0,1,0,0,-1
