term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf
behold,2,2.083420142505938e-05,15.550686671837498,6,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBD'}",False,behold,behold,behold,2,2.807354922057604,0.40105070315108626
being,47,0.0004896037334888,10.99609782015986,5,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NNP'}",True,be,be,being,12,0.22239242133644802,0.19062207543124116
beings,3,3.1251302137589066e-05,14.965724171116342,6,NNS,n,1,{'n'},1,{'NNS'},False,be,be,being,2,2.807354922057604,0.40105070315108626
believe,27,0.0002812617192383,11.79579916967403,7,VBP,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NNP'}",False,believ,believ,believ,10,0.48542682717024166,0.34673344797874406
believed,2,2.083420142505938e-05,15.550686671837498,8,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,believ,believ,believ,1,3.807354922057604,0.2719539230041146
believes,1,1.041710071252969e-05,16.5506866718375,8,VBZ,v,1,{'v'},1,{'VBZ'},False,believ,believ,believ,1,3.807354922057604,0.2719539230041146
believing,1,1.041710071252969e-05,16.5506866718375,9,VBG,v,1,{'v'},1,{'VBG'},False,believ,believ,believ,1,3.807354922057604,0.2719539230041146
bellies,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,belli,belli,bel,1,3.807354922057604,0.2719539230041146
bellows,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,bellow,bellow,bellow,1,3.807354922057604,0.2719539230041146
bells,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,bell,bell,bel,1,3.807354922057604,0.2719539230041146
belly,1,1.041710071252969e-05,16.5506866718375,5,RB,r,1,{'r'},1,{'RB'},False,belli,belli,bel,1,3.807354922057604,0.2719539230041146
belneldi,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,belneldi,belneldi,belneld,1,3.807354922057604,0.2719539230041146
belong,3,3.1251302137589066e-05,14.965724171116342,6,VB,v,2,"{'r', 'v'}",2,"{'VB', 'RB'}",False,belong,belong,belong,3,2.222392421336448,0.4762269474292389
belonging,1,1.041710071252969e-05,16.5506866718375,9,VBG,v,1,{'v'},1,{'VBG'},False,belong,belong,belong,1,3.807354922057604,0.2719539230041146
belongs,7,7.291970498770782e-05,13.743331749779896,7,VBZ,v,1,{'v'},1,{'VBZ'},False,belong,belong,belong,5,1.4854268271702418,0.5305095811322292
beloved,2,2.083420142505938e-05,15.550686671837498,7,VBN,v,1,{'v'},1,{'VBN'},False,belov,belov,belov,2,2.807354922057604,0.40105070315108626
below,8,8.333680570023751e-05,13.550686671837498,5,IN,x,1,{'x'},1,{'IN'},True,below,below,below,5,1.4854268271702418,0.5305095811322292
belt,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,belt,belt,belt,1,3.807354922057604,0.2719539230041146
beneath,2,2.083420142505938e-05,15.550686671837498,7,IN,v,2,"{'v', 'x'}",2,"{'VB', 'IN'}",False,beneath,beneath,benea,1,3.807354922057604,0.2719539230041146
beneficial,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,benefici,benefici,benef,1,3.807354922057604,0.2719539230041146
benefit,3,3.1251302137589066e-05,14.965724171116342,7,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,benefit,benefit,benefit,1,3.807354922057604,0.2719539230041146
benefits,3,3.1251302137589066e-05,14.965724171116342,8,NNS,n,1,{'n'},1,{'NNS'},False,benefit,benefit,benefit,2,2.807354922057604,0.40105070315108626
bengal,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,bengal,bengal,beng,1,3.807354922057604,0.2719539230041146
benibana,3,3.1251302137589066e-05,14.965724171116342,8,NN,n,2,"{'v', 'n'}",3,"{'VBP', 'NN', 'NNP'}",False,benibana,benibana,beniban,1,3.807354922057604,0.2719539230041146
benibanadye,2,2.083420142505938e-05,15.550686671837498,11,JJ,j,1,{'j'},1,{'JJ'},False,benibanady,benibanady,benibanady,1,3.807354922057604,0.2719539230041146
berneldi,3,3.1251302137589066e-05,14.965724171116342,8,NNP,n,1,{'n'},1,{'NNP'},False,berneldi,berneldi,berneld,1,3.807354922057604,0.2719539230041146
bertha,4,4.166840285011876e-05,14.550686671837498,6,NNP,n,1,{'n'},1,{'NNP'},False,bertha,bertha,berth,1,3.807354922057604,0.2719539230041146
beside,2,2.083420142505938e-05,15.550686671837498,6,IN,x,1,{'x'},1,{'IN'},False,besid,besid,besid,2,2.807354922057604,0.40105070315108626
besides,8,8.333680570023751e-05,13.550686671837498,7,IN,x,1,{'x'},1,{'IN'},False,besid,besid,besid,5,1.4854268271702418,0.5305095811322292
best,30,0.0003125130213758,11.64379607622898,4,JJS,j,2,"{'j', 'r'}",3,"{'RBS', 'RB', 'JJS'}",False,best,best,best,12,0.22239242133644802,0.19062207543124116
bestest,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,bestest,bestest,bestest,1,3.807354922057604,0.2719539230041146
bestow,1,1.041710071252969e-05,16.5506866718375,6,VBZ,v,1,{'v'},1,{'VBZ'},False,bestow,bestow,bestow,1,3.807354922057604,0.2719539230041146
bestowed,1,1.041710071252969e-05,16.5506866718375,8,VBN,v,1,{'v'},1,{'VBN'},False,bestow,bestow,bestow,1,3.807354922057604,0.2719539230041146
bet,11,0.0001145881078378,13.091255053200202,3,NN,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'VBD'}",False,bet,bet,bet,6,1.222392421336448,0.5238824662870492
betrayal,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,betray,betray,betray,1,3.807354922057604,0.2719539230041146
betrayed,1,1.041710071252969e-05,16.5506866718375,8,VBP,v,1,{'v'},1,{'VBP'},False,betray,betray,betray,1,3.807354922057604,0.2719539230041146
bets,4,4.166840285011876e-05,14.550686671837498,4,NNS,n,1,{'n'},1,{'NNS'},False,bet,bet,bet,1,3.807354922057604,0.2719539230041146
better,68,0.000708362848452,10.46322383058716,6,JJR,j,4,"{'j', 'r', 'v', 'n'}",6,"{'JJR', 'VBP', 'VB', 'RBR', 'NNP', 'RB'}",False,better,better,bet,11,0.3479233034203068,0.2733683098302411
between,14,0.0001458394099754,12.743331749779896,7,IN,x,1,{'x'},1,{'IN'},True,between,between,between,8,0.8073549220576041,0.4613456697472023
beyond,10,0.0001041710071252,13.228758576950137,6,IN,x,2,"{'n', 'x'}",2,"{'NN', 'IN'}",False,beyond,beyond,beyond,5,1.4854268271702418,0.5305095811322292
bicycle,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,bicycl,bicycl,bicyc,2,2.807354922057604,0.40105070315108626
bid,2,2.083420142505938e-05,15.550686671837498,3,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,bid,bid,bid,2,2.807354922057604,0.40105070315108626
big,67,0.0006979457477394,10.484597481379726,3,JJ,j,1,{'j'},1,{'JJ'},False,big,big,big,12,0.22239242133644802,0.19062207543124116
bigger,13,0.0001354223092628,12.850246953696406,6,JJR,j,1,{'j'},1,{'JJR'},False,bigger,bigger,big,6,1.222392421336448,0.5238824662870492
biggg,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,biggg,biggg,bigg,1,3.807354922057604,0.2719539230041146
bike,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,bike,bike,bik,1,3.807354922057604,0.2719539230041146
bill,4,4.166840285011876e-05,14.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,bill,bill,bil,3,2.222392421336448,0.4762269474292389
bills,7,7.291970498770782e-05,13.743331749779896,5,NNS,n,1,{'n'},1,{'NNS'},False,bill,bill,bil,2,2.807354922057604,0.40105070315108626
bingo,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,bingo,bingo,bingo,1,3.807354922057604,0.2719539230041146
bird,6,6.250260427517813e-05,13.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,bird,bird,bird,5,1.4854268271702418,0.5305095811322292
birdie,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,birdi,birdi,birdy,1,3.807354922057604,0.2719539230041146
birdlouse,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,birdlous,birdlous,birdl,1,3.807354922057604,0.2719539230041146
birds,16,0.0001666736114004,12.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,bird,bird,bird,4,1.8073549220576042,0.5163871205878868
birreta,1,1.041710071252969e-05,16.5506866718375,7,NNP,n,1,{'n'},1,{'NNP'},False,birreta,birreta,birret,1,3.807354922057604,0.2719539230041146
birth,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,birth,birth,bir,1,3.807354922057604,0.2719539230041146
birthday,7,7.291970498770782e-05,13.743331749779896,8,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,birthday,birthday,birthday,4,1.8073549220576042,0.5163871205878868
bit,25,0.0002604275178132,11.906830482062771,3,NN,n,1,{'n'},1,{'NN'},False,bit,bit,bit,11,0.3479233034203068,0.2733683098302411
bitc,1,1.041710071252969e-05,16.5506866718375,4,VBP,v,1,{'v'},1,{'VBP'},False,bitc,bitc,bitc,1,3.807354922057604,0.2719539230041146
bitch,2,2.083420142505938e-05,15.550686671837498,5,NN,n,2,"{'n', 'v'}",2,"{'VBP', 'NN'}",False,bitch,bitch,bitch,2,2.807354922057604,0.40105070315108626
bite,7,7.291970498770782e-05,13.743331749779896,4,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NN'}",False,bite,bite,bit,5,1.4854268271702418,0.5305095811322292
bits,1,1.041710071252969e-05,16.5506866718375,4,NNS,n,1,{'n'},1,{'NNS'},False,bit,bit,bit,1,3.807354922057604,0.2719539230041146
bitten,1,1.041710071252969e-05,16.5506866718375,6,VBN,v,1,{'v'},1,{'VBN'},False,bitten,bitten,bit,1,3.807354922057604,0.2719539230041146
bizarre,3,3.1251302137589066e-05,14.965724171116342,7,JJ,j,1,{'j'},1,{'JJ'},False,bizarr,bizarr,bizar,1,3.807354922057604,0.2719539230041146
black,24,0.0002500104171007,11.965724171116342,5,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,black,black,black,7,1.0,0.5
blackballed,1,1.041710071252969e-05,16.5506866718375,11,VBN,v,1,{'v'},1,{'VBN'},False,blackbal,blackbal,blackbal,1,3.807354922057604,0.2719539230041146
blacked,1,1.041710071252969e-05,16.5506866718375,7,VBD,v,1,{'v'},1,{'VBD'},False,black,black,black,1,3.807354922057604,0.2719539230041146
blackened,1,1.041710071252969e-05,16.5506866718375,9,VBD,v,1,{'v'},1,{'VBD'},False,blacken,blacken,black,1,3.807354922057604,0.2719539230041146
blackie,1,1.041710071252969e-05,16.5506866718375,7,NNP,n,1,{'n'},1,{'NNP'},False,blacki,blacki,blacky,1,3.807354922057604,0.2719539230041146
blade,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,blade,blade,blad,1,3.807354922057604,0.2719539230041146
blame,4,4.166840285011876e-05,14.550686671837498,5,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,blame,blame,blam,3,2.222392421336448,0.4762269474292389
blaming,1,1.041710071252969e-05,16.5506866718375,7,VBG,v,1,{'v'},1,{'VBG'},False,blame,blame,blam,1,3.807354922057604,0.2719539230041146
blank,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,blank,blank,blank,1,3.807354922057604,0.2719539230041146
blanket,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,blanket,blanket,blanket,1,3.807354922057604,0.2719539230041146
blast,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,blast,blast,blast,1,3.807354922057604,0.2719539230041146
blasted,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,blast,blast,blast,1,3.807354922057604,0.2719539230041146
blasting,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,blast,blast,blast,1,3.807354922057604,0.2719539230041146
blaze,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,blaze,blaze,blaz,1,3.807354922057604,0.2719539230041146
blazing,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,blaze,blaze,blaz,1,3.807354922057604,0.2719539230041146
bleah,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,bleah,bleah,bleah,1,3.807354922057604,0.2719539230041146
bleeding,4,4.166840285011876e-05,14.550686671837498,8,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,bleed,bleed,blee,2,2.807354922057604,0.40105070315108626
bleeds,1,1.041710071252969e-05,16.5506866718375,6,VBZ,v,1,{'v'},1,{'VBZ'},False,bleed,bleed,blee,1,3.807354922057604,0.2719539230041146
blegh,7,7.291970498770782e-05,13.743331749779896,5,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,blegh,blegh,blegh,1,3.807354922057604,0.2719539230041146
blessed,3,3.1251302137589066e-05,14.965724171116342,7,VBN,v,1,{'v'},1,{'VBN'},False,bless,bless,bless,1,3.807354922057604,0.2719539230041146
blessing,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,bless,bless,bless,1,3.807354922057604,0.2719539230041146
blew,2,2.083420142505938e-05,15.550686671837498,4,VBD,v,1,{'v'},2,"{'VBP', 'VBD'}",False,blew,blew,blew,1,3.807354922057604,0.2719539230041146
blind,5,5.208550356264844e-05,14.228758576950137,5,NN,n,3,"{'j', 'r', 'n'}",3,"{'JJ', 'RB', 'NN'}",False,blind,blind,blind,4,1.8073549220576042,0.5163871205878868
bloated,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,bloat,bloat,blo,1,3.807354922057604,0.2719539230041146
blob,1,1.041710071252969e-05,16.5506866718375,4,JJ,j,1,{'j'},1,{'JJ'},False,blob,blob,blob,1,3.807354922057604,0.2719539230041146
block,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,block,block,block,1,3.807354922057604,0.2719539230041146
blocked,2,2.083420142505938e-05,15.550686671837498,7,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,block,block,block,2,2.807354922057604,0.40105070315108626
blood,12,0.0001250052085503,12.965724171116342,5,NN,n,1,{'n'},1,{'NN'},False,blood,blood,blood,4,1.8073549220576042,0.5163871205878868
bloodline,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,bloodlin,bloodlin,bloodlin,1,3.807354922057604,0.2719539230041146
bloodshed,1,1.041710071252969e-05,16.5506866718375,9,NNS,n,1,{'n'},1,{'NNS'},False,bloodsh,bloodsh,bloodsh,1,3.807354922057604,0.2719539230041146
bloodthirsty,1,1.041710071252969e-05,16.5506866718375,12,JJ,j,1,{'j'},1,{'JJ'},False,bloodthirsti,bloodthirsti,bloodthirsty,1,3.807354922057604,0.2719539230041146
bloom,3,3.1251302137589066e-05,14.965724171116342,5,VBP,v,2,"{'n', 'v'}",2,"{'VBP', 'NN'}",False,bloom,bloom,bloom,2,2.807354922057604,0.40105070315108626
bloomed,1,1.041710071252969e-05,16.5506866718375,7,VBD,v,1,{'v'},1,{'VBD'},False,bloom,bloom,bloom,1,3.807354922057604,0.2719539230041146
blooming,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,bloom,bloom,bloom,1,3.807354922057604,0.2719539230041146
blossoming,1,1.041710071252969e-05,16.5506866718375,10,VBG,v,1,{'v'},1,{'VBG'},False,blossom,blossom,blossom,1,3.807354922057604,0.2719539230041146
blossoms,3,3.1251302137589066e-05,14.965724171116342,8,NNS,n,2,"{'v', 'n'}",2,"{'VBZ', 'NNS'}",False,blossom,blossom,blossom,1,3.807354922057604,0.2719539230041146
blow,19,0.000197924913538,12.302759158393911,4,VB,v,2,"{'n', 'v'}",3,"{'VB', 'NN', 'NNP'}",False,blow,blow,blow,7,1.0,0.5
blowing,2,2.083420142505938e-05,15.550686671837498,7,VBG,v,1,{'v'},1,{'VBG'},False,blow,blow,blow,2,2.807354922057604,0.40105070315108626
blown,4,4.166840285011876e-05,14.550686671837498,5,VBN,v,1,{'v'},1,{'VBN'},False,blown,blown,blown,2,2.807354922057604,0.40105070315108626
blows,3,3.1251302137589066e-05,14.965724171116342,5,NNS,n,2,"{'v', 'n'}",2,"{'VBZ', 'NNS'}",False,blow,blow,blow,3,2.222392421336448,0.4762269474292389
blue,12,0.0001250052085503,12.965724171116342,4,JJ,j,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,blue,blue,blu,4,1.8073549220576042,0.5163871205878868
blugh,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,blugh,blugh,blugh,1,3.807354922057604,0.2719539230041146
bluh,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,bluh,bluh,bluh,1,3.807354922057604,0.2719539230041146
boar,17,0.000177090712113,12.46322383058716,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,boar,boar,boar,2,2.807354922057604,0.40105070315108626
board,7,7.291970498770782e-05,13.743331749779896,5,NN,n,1,{'n'},1,{'NN'},False,board,board,board,5,1.4854268271702418,0.5305095811322292
boarded,2,2.083420142505938e-05,15.550686671837498,7,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,board,board,board,2,2.807354922057604,0.40105070315108626
boarding,3,3.1251302137589066e-05,14.965724171116342,8,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,board,board,board,3,2.222392421336448,0.4762269474292389
boars,8,8.333680570023751e-05,13.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,boar,boar,boar,1,3.807354922057604,0.2719539230041146
boat,29,0.0003020959206633,11.692705676709927,4,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,boat,boat,boat,4,1.8073549220576042,0.5163871205878868
boats,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,boat,boat,boat,1,3.807354922057604,0.2719539230041146
bodies,2,2.083420142505938e-05,15.550686671837498,6,NNS,n,1,{'n'},1,{'NNS'},False,bodi,bodi,body,1,3.807354922057604,0.2719539230041146
body,18,0.0001875078128255,12.380761670395186,4,NN,n,1,{'n'},1,{'NN'},False,bodi,bodi,body,8,0.8073549220576041,0.4613456697472023
bodyguard,2,2.083420142505938e-05,15.550686671837498,9,NN,n,1,{'n'},1,{'NN'},False,bodyguard,bodyguard,bodyguard,1,3.807354922057604,0.2719539230041146
bodyguards,1,1.041710071252969e-05,16.5506866718375,10,NNS,n,1,{'n'},1,{'NNS'},False,bodyguard,bodyguard,bodyguard,1,3.807354922057604,0.2719539230041146
bogeyman,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,bogeyman,bogeyman,bogeym,1,3.807354922057604,0.2719539230041146
boil,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,boil,boil,boil,1,3.807354922057604,0.2719539230041146
boiled,1,1.041710071252969e-05,16.5506866718375,6,VBN,v,1,{'v'},1,{'VBN'},False,boil,boil,boil,1,3.807354922057604,0.2719539230041146
boiler,12,0.0001250052085503,12.965724171116342,6,NN,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,boiler,boiler,boil,4,1.8073549220576042,0.5163871205878868
boiling,1,1.041710071252969e-05,16.5506866718375,7,VBG,v,1,{'v'},1,{'VBG'},False,boil,boil,boil,1,3.807354922057604,0.2719539230041146
bomb,7,7.291970498770782e-05,13.743331749779896,4,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,bomb,bomb,bomb,5,1.4854268271702418,0.5305095811322292
bombed,2,2.083420142505938e-05,15.550686671837498,6,NN,n,2,"{'n', 'v'}",2,"{'VBN', 'NN'}",False,bomb,bomb,bomb,2,2.807354922057604,0.40105070315108626
bomber,6,6.250260427517813e-05,13.965724171116342,6,NN,n,1,{'n'},1,{'NN'},False,bomber,bomber,bomb,1,3.807354922057604,0.2719539230041146
bombing,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,bomb,bomb,bomb,1,3.807354922057604,0.2719539230041146
bombings,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,bomb,bomb,bomb,1,3.807354922057604,0.2719539230041146
bombs,12,0.0001250052085503,12.965724171116342,5,NNS,n,2,"{'j', 'n'}",3,"{'NN', 'JJS', 'NNS'}",False,bomb,bomb,bomb,6,1.222392421336448,0.5238824662870492
bon,2,2.083420142505938e-05,15.550686671837498,3,NNP,n,1,{'n'},1,{'NNP'},False,bon,bon,bon,1,3.807354922057604,0.2719539230041146
bond,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,bond,bond,bond,1,3.807354922057604,0.2719539230041146
bonds,2,2.083420142505938e-05,15.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,bond,bond,bond,2,2.807354922057604,0.40105070315108626
bone,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,bone,bone,bon,3,2.222392421336448,0.4762269474292389
bones,7,7.291970498770782e-05,13.743331749779896,5,NNS,n,1,{'n'},1,{'NNS'},False,bone,bone,bon,3,2.222392421336448,0.4762269474292389
book,6,6.250260427517813e-05,13.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,book,book,book,3,2.222392421336448,0.4762269474292389
boom,2,2.083420142505938e-05,15.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,boom,boom,boom,2,2.807354922057604,0.40105070315108626
boomed,1,1.041710071252969e-05,16.5506866718375,6,VBN,v,1,{'v'},1,{'VBN'},False,boom,boom,boom,1,3.807354922057604,0.2719539230041146
boots,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,boot,boot,boot,1,3.807354922057604,0.2719539230041146
border,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,border,border,bord,1,3.807354922057604,0.2719539230041146
borderland,2,2.083420142505938e-05,15.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,borderland,borderland,borderland,1,3.807354922057604,0.2719539230041146
borderlands,1,1.041710071252969e-05,16.5506866718375,11,NNS,n,1,{'n'},1,{'NNS'},False,borderland,borderland,borderland,1,3.807354922057604,0.2719539230041146
borders,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,border,border,bord,1,3.807354922057604,0.2719539230041146
bore,2,2.083420142505938e-05,15.550686671837498,4,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBD'}",False,bore,bore,bor,2,2.807354922057604,0.40105070315108626
bored,1,1.041710071252969e-05,16.5506866718375,5,VBN,v,1,{'v'},1,{'VBN'},False,bore,bore,bor,1,3.807354922057604,0.2719539230041146
boring,3,3.1251302137589066e-05,14.965724171116342,6,JJ,j,3,"{'j', 'n', 'v'}",3,"{'JJ', 'NN', 'VBG'}",False,bore,bore,bor,2,2.807354922057604,0.40105070315108626
born,15,0.0001562565106879,12.64379607622898,4,VBN,v,1,{'v'},1,{'VBN'},False,born,born,born,8,0.8073549220576041,0.4613456697472023
borrow,4,4.166840285011876e-05,14.550686671837498,6,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,borrow,borrow,borrow,4,1.8073549220576042,0.5163871205878868
borrowed,2,2.083420142505938e-05,15.550686671837498,8,VBD,v,1,{'v'},1,{'VBD'},False,borrow,borrow,borrow,2,2.807354922057604,0.40105070315108626
boss,14,0.0001458394099754,12.743331749779896,4,NNP,n,2,"{'x', 'n'}",3,"{'NN', 'NNP', 'IN'}",False,boss,boss,boss,4,1.8073549220576042,0.5163871205878868
bosses,2,2.083420142505938e-05,15.550686671837498,6,NNS,n,1,{'n'},1,{'NNS'},False,boss,boss,boss,1,3.807354922057604,0.2719539230041146
both,27,0.0002812617192383,11.79579916967403,4,DT,x,1,{'x'},1,{'DT'},True,both,both,both,12,0.22239242133644802,0.19062207543124116
